2021-01-10 05:17:33,713 INFO    MainThread:13520 [internal.py:wandb_internal():63] W&B internal server running at pid: 13520
2021-01-10 05:17:33,715 DEBUG   HandlerThread:13520 [handler.py:handle_request():55] handle_request: run_start
2021-01-10 05:17:33,715 INFO    WriterThread:13520 [datastore.py:open_for_write():76] open: /home/ashraf/yolov5/wandb/offline-run-20210110_051732-128df853/run-128df853.wandb
2021-01-10 05:17:33,738 DEBUG   HandlerThread:13520 [cmd.py:execute():718] Popen(['git', 'cat-file', '--batch-check'], cwd=/home/ashraf/yolov5, universal_newlines=False, shell=None, istream=<valid stream>)
2021-01-10 05:17:33,756 DEBUG   HandlerThread:13520 [cmd.py:execute():718] Popen(['git', 'rev-parse', '--show-toplevel'], cwd=/home/ashraf/yolov5, universal_newlines=False, shell=None, istream=None)
2021-01-10 05:17:37,853 DEBUG   SenderThread:13520 [sender.py:send():90] send: exit
2021-01-10 05:17:37,854 INFO    SenderThread:13520 [sender.py:send_exit():168] handling exit code: 1
2021-01-10 05:17:37,854 INFO    SenderThread:13520 [sender.py:send_exit():176] send defer
2021-01-10 05:17:37,854 DEBUG   HandlerThread:13520 [handler.py:handle_request():55] handle_request: defer
2021-01-10 05:17:37,854 INFO    HandlerThread:13520 [handler.py:handle_request_defer():69] handle defer: 0
2021-01-10 05:17:37,854 DEBUG   HandlerThread:13520 [handler.py:handle_request():55] handle_request: poll_exit
2021-01-10 05:17:37,854 DEBUG   SenderThread:13520 [sender.py:send():90] send: request
2021-01-10 05:17:37,854 DEBUG   SenderThread:13520 [sender.py:send_request():99] send_request: defer
2021-01-10 05:17:37,854 INFO    SenderThread:13520 [sender.py:send_request_defer():185] handle sender defer: 0
2021-01-10 05:17:37,854 INFO    SenderThread:13520 [sender.py:send_request_defer():221] send defer: 1
2021-01-10 05:17:37,854 DEBUG   SenderThread:13520 [sender.py:send():90] send: request
2021-01-10 05:17:37,855 DEBUG   SenderThread:13520 [sender.py:send_request():99] send_request: poll_exit
2021-01-10 05:17:37,855 DEBUG   HandlerThread:13520 [handler.py:handle_request():55] handle_request: defer
