2021-01-09 20:49:28,212 INFO    HandlerThread:14714 [handler.py:handle_request_defer():69] handle defer: 8
2021-01-09 20:49:28,212 DEBUG   SenderThread:14714 [sender.py:send():90] send: final
2021-01-09 20:49:28,212 DEBUG   SenderThread:14714 [sender.py:send():90] send: request
2021-01-09 20:49:28,212 DEBUG   SenderThread:14714 [sender.py:send_request():99] send_request: defer
2021-01-09 20:49:28,212 INFO    SenderThread:14714 [sender.py:send_request_defer():185] handle sender defer: 8
2021-01-09 20:49:30,150 DEBUG   HandlerThread:14714 [handler.py:handle_request():55] handle_request: poll_exit
2021-01-09 20:49:30,151 DEBUG   SenderThread:14714 [sender.py:send():90] send: request
2021-01-09 20:49:30,151 DEBUG   SenderThread:14714 [sender.py:send_request():99] send_request: poll_exit
2021-01-09 20:49:30,153 DEBUG   HandlerThread:14714 [handler.py:handle_request():55] handle_request: get_summary
2021-01-09 20:49:30,156 DEBUG   HandlerThread:14714 [handler.py:handle_request():55] handle_request: sampled_history
2021-01-09 20:49:30,162 DEBUG   HandlerThread:14714 [handler.py:handle_request():55] handle_request: shutdown
2021-01-09 20:49:30,162 INFO    HandlerThread:14714 [handler.py:finish():271] shutting down handler
2021-01-09 20:49:30,212 INFO    WriterThread:14714 [datastore.py:close():257] close: /home/ashraf/yolov5/wandb/offline-run-20210109_204757-128df853/run-128df853.wandb
2021-01-09 20:49:31,152 INFO    SenderThread:14714 [sender.py:finish():642] shutting down sender
2021-01-09 20:49:31,153 INFO    MainThread:14714 [internal.py:handle_exit():138] Internal process exited
